date,bitcoin,ethereum,solana,polkadot,avalanche-2,tron,thorchain,ripple,vechain,matic-network,chainlink,the-graph,arweave,filecoin,siacoin,ankr,render-token,uniswap,lido-dao,livepeer
2021-03-28,55832.418109618324,1713.8378756834459,16.56643725364522,32.623518813998444,27.67157136533701,0.06379603980142541,6.236239638640945,0.5478679445266175,0.0891349358565954,0.3329334115584507,26.85494809249755,1.4656590741040751,29.488949265588364,132.5487198812614,0.023554893180586782,0.19525844038428475,2.490100814259012,28.247568576614004,0.6620767637993931,27.026529909382724
2021-03-29,55728.10132780653,1689.0367982059097,18.008069673329885,32.170750958622584,28.624516804103145,0.06351460866546163,6.162729378610305,0.5508514715605831,0.09108152265124832,0.3442436009777769,26.681958911219553,1.8079169449055792,27.02960349192894,125.42929797188496,0.02532936230337037,0.17026842343302684,2.1244617293825905,27.844293459051542,0.6440150535657706,25.121640090331454
2021-03-30,57634.92869447539,1817.626388088868,18.884890865843666,34.326400141737494,29.600558910849777,0.06477393588405077,6.687653385915459,0.5658188175083124,0.09194574491722422,0.3822931806059165,28.032732856455954,1.770697089071797,28.833944178507398,127.36068517777713,0.025394762524525466,0.16777547035544252,1.8391049391446004,29.041643422657728,0.6553918618050747,24.655383798209428
2021-03-31,58668.628336761,1840.294951985396,19.175755751876615,33.925085875005024,29.62185815751755,0.06580062770978687,7.283714854148148,0.5665694123161319,0.08951192315115876,0.37007963469856736,27.76916825646867,1.7645227723435029,28.047399441671804,149.8513526353999,0.025679047497481518,0.16781205130722804,1.6215555463524087,28.54514844671771,0.9617128372436597,24.62832845510515
2021-04-01,58817.3738884188,1915.8325358462234,19.48663194355817,36.88846964991404,28.649511340932087,0.09190354372614341,7.943803272887566,0.5738184047382427,0.08792823315713097,0.35942530576763804,29.189755410668372,1.717220172828534,32.4557642370004,189.57559567550769,0.02631203644615414,0.1603376620564132,1.8496708029899385,28.040616383225696,1.1412699008353815,23.34487071463015
2021-04-02,58801.194843878126,1970.4711995232753,19.05545051591954,37.62466260171384,28.352805253336,0.0861440566799047,8.442806382238613,0.5706176387429038,0.0887392931495455,0.36412617001674663,30.113326204109278,1.776094789306529,31.53215267165367,187.61068852425478,0.029300810762873962,0.16691260737121175,1.5647773693073104,28.709079158061698,1.1953605419903226,30.002810974396652
2021-04-03,59060.02678333801,2134.101788297294,19.73831924627352,40.9438709604607,28.920741371353532,0.092249320886347,8.385487951631758,0.6044974611582614,0.09455200767755756,0.3825109750617398,32.35770222660138,1.8844255378406152,29.608416198738674,171.212119019583,0.031406347805568294,0.17492647386657081,1.606513331330136,30.075659430929772,1.2906342983457275,34.93358591603904
2021-04-04,57060.40665471088,2016.6672472930366,22.598963045163597,41.70150320376947,28.203242721417254,0.10164505964634299,9.093441565301003,0.577287680424983,0.08889763043439602,0.3519967958488334,29.314506577914415,1.6814048988573151,28.112321665179856,177.30164168198164,0.02703468556858824,0.1586629764230442,1.5547953505783274,29.507122950273846,1.497931155697167,36.21068748372041
2021-04-05,58228.802623466196,2077.755212422407,24.02282911560326,44.23991890458163,29.258499534139006,0.12820995736775656,10.370533016407977,0.6333526453068182,0.09345293226331339,0.3617382457447867,30.783261040894555,1.7616378857864738,27.338179693263985,183.20384178053837,0.030101939779778365,0.1671876181726291,1.5007628725461197,31.01591744556072,1.5467853186007,39.74466869768233
2021-04-06,58706.81559311396,2097.7963827792596,22.942985835974703,45.608300004049674,31.15764993777871,0.13849001049301585,9.780645493238563,0.9074547526990332,0.10412474371226758,0.36934305498029235,32.3555256164164,1.817286818161656,27.409129103591695,177.39217181754833,0.03387604291671646,0.1665848895816694,1.3822678806501851,30.73890642419465,1.2933687226419657,34.54932060790252
